uid,datetime,latitude,longitude,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,MOTORIST INJURED,MOTORIST KILLED,PEDESTRIANS KILLED,CYCLIST KILLED,CYCLIST INJURED,PEDESTRIANS INJURED,Total Victim,Injured,Killed
541,2/12/2018 3:45,-1.197090411,36.9254894,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
542,2/12/2018 5:34,-1.325003309,36.84743528,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,1,0,0,0,0,0,1,1,0
543,2/12/2018 9:55,-1.290090011,36.828015,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
544,2/12/2018 12:27,-1.286020527,36.81833845,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
545,2/12/2018 14:25,-1.267441435,36.8355184,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
546,2/12/2018 15:05,-1.36455301,36.911256,Backing Unsafely,Other Electronic Device,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
547,2/12/2018 15:15,-1.364663118,36.91164206,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
548,2/12/2018 15:47,-1.364663118,36.91164206,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
549,2/12/2018 16:03,-1.364663118,36.91164206,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
550,2/13/2018 2:03,-1.266370011,36.823275,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
551,2/13/2018 2:59,-1.264411711,36.7206153,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,1,0,0,0,0,0,1,1,0
552,2/13/2018 3:25,-1.282989911,36.8347237,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
553,2/13/2018 6:04,-0.716670013,37.11667,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
554,2/13/2018 7:09,-1.328438165,36.78892966,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
555,2/13/2018 7:19,-1.325599927,36.79449153,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
556,2/13/2018 7:24,-1.32104391,36.8456789,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Box Truck,Sedan,Sedan,1,0,0,0,0,0,1,1,0
557,2/13/2018 9:20,-1.328438165,36.78892966,Traffic Control Device Improper/Non-Working,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
558,2/13/2018 16:22,-1.296967961,36.87565163,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
559,2/13/2018 16:46,-1.283804426,36.82257065,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,BU,1,0,0,0,0,0,1,1,0
560,2/14/2018 0:44,-1.263051212,36.76382012,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
561,2/14/2018 3:24,-1.264714011,36.98532,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,0,0,1,0,0,0,1,0,1
562,2/14/2018 4:14,-1.287570911,36.8280333,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
563,2/14/2018 8:40,-1.285191011,36.835385,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
564,2/14/2018 10:13,-1.285814911,36.8202703,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
565,2/14/2018 11:04,-1.296801292,36.87794349,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
566,2/14/2018 13:25,-1.256218975,36.85526818,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,0,0,0,0,1,1,0
567,2/14/2018 15:28,-1.231188551,36.67016354,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
568,2/15/2018 2:02,-1.299757527,36.8272053,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0,0,0,0,1,1,0
569,2/15/2018 2:59,-1.291320011,36.822829,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,0,1,1,0
570,2/15/2018 4:03,-1.292374189,36.82172248,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan,1,0,0,0,0,0,1,1,0
571,2/15/2018 11:17,-0.930145912,37.2315093,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,0,0,0,0,1,1,0
572,2/15/2018 11:53,-1.28952951,36.949389,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,0,0,0,0,0,0,0,0,0
573,2/15/2018 14:55,-1.34289751,36.7662525,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan,0,0,0,0,0,0,0,0,0
574,2/15/2018 14:57,-1.31031126,36.8915215,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,0,0,0,0,0,0,0,0,0
575,2/15/2018 23:01,-1.290822897,36.84139724,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
576,2/16/2018 0:05,-1.325599927,36.79449153,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
577,2/16/2018 0:47,-1.325003309,36.84743528,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,0,0,0,0,0,0,0,0,0
578,2/16/2018 1:36,-1.325599927,36.79449153,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,0,0,0,0,0,0,0,0,0
579,2/16/2018 1:37,-1.325003309,36.84743528,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
580,2/16/2018 4:53,-1.314351386,36.80790853,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,0,0,0,0,0,0,0,0,0
581,2/16/2018 5:28,-1.298265415,36.80274446,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,0,0,0,0,0,0,0,0,0
582,2/16/2018 5:48,-1.244792616,36.86769895,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
583,2/16/2018 11:14,-1.298269138,36.88681513,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,0,0,0,0,0,0,0,0,0
584,2/16/2018 11:50,-0.900589712,37.186296,Other Vehicular,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
585,2/16/2018 11:50,-1.298269138,36.88681513,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
586,2/16/2018 12:36,-1.266047111,36.7507374,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,0,0,0,0,0,0,0,0,0
587,2/16/2018 12:45,-1.296713921,36.86361022,Traffic Control Device Improper/Non-Working,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
588,2/16/2018 12:54,-0.900589712,37.186296,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,van,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
589,2/16/2018 13:02,-1.296713921,36.86361022,Backing Unsafely,Other Electronic Device,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
590,2/16/2018 13:28,-1.249620011,36.68444,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,0,0,0,0,0,0,0,0,0
591,2/16/2018 13:36,-1.33911246,36.77131485,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
592,2/16/2018 15:06,-0.900589712,37.186296,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
593,2/16/2018 15:26,-0.900589712,37.186296,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
594,2/16/2018 15:39,-0.900589712,37.186296,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,Taxi,TAXI,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
595,2/16/2018 15:58,-0.900589712,37.186296,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
596,2/16/2018 16:04,-0.900589712,37.186296,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,0,0,0,0,0,0,0,0,0
597,2/17/2018 0:02,-1.261608211,36.8548924,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Refrigerated Van,Sedan,0,0,0,0,0,0,0,0,0
598,2/17/2018 5:14,-1.325599927,36.79449153,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,0,0,0,0,0,0,0,0,0
599,2/17/2018 5:21,-1.255901411,36.69550016,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,0,0,0,0,0,0,0,0,0
600,2/17/2018 5:38,-1.250162348,36.82055391,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
601,2/17/2018 5:45,-1.241499345,36.81347946,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,0,0,0,0,0,0,0,0,0
602,2/17/2018 6:14,-1.250197048,36.82075443,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,0,0,0,0,0,0,0,0,0
603,2/17/2018 14:59,-1.285990631,36.81832409,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,0,0,0,0,0,0,0,0,0
604,2/17/2018 16:07,-1.117207111,37.0082784,Backing Unsafely,Other Electronic Device,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
605,2/17/2018 19:10,-1.290993511,36.8280923,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,Van,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,0,0,0,0,0,0,0,0,0
606,2/17/2018 19:33,-1.329685616,36.87099365,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan,0,0,0,0,0,0,0,0,0
607,2/18/2018 1:56,-1.327656011,36.691223,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
608,2/18/2018 3:35,-1.297905185,36.75722433,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,BICYCLE,BICYCLE,BICYCLE,BICYCLE,0,0,0,0,0,0,0,0,0
609,2/18/2018 14:38,-1.259366931,36.84312276,Alcohol Involvement,Backing Unsafely,Backing Unsafely,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
610,2/19/2018 0:25,-1.149237961,36.6670427,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,0,0,0,0,0,0,0,0,0
611,2/19/2018 1:31,-1.331070511,36.85761324,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
612,2/19/2018 2:52,-1.285430711,36.8219112,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
613,2/19/2018 11:28,-1.502081874,36.95484396,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Bus,0,0,0,0,0,0,0,0,0
614,2/19/2018 11:33,-1.283451525,36.82375192,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
615,2/19/2018 12:05,-1.260328544,36.77084877,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
616,2/19/2018 12:42,-1.259731425,36.78673296,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,0,0,0,0,0,0,0,0,0
617,2/19/2018 13:21,-1.259222246,36.77692558,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
618,2/19/2018 13:48,-1.325402196,36.84813016,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
619,2/19/2018 17:48,-1.249620011,36.68444,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
620,2/19/2018 18:11,-1.217735811,36.901386,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Refrigerated Van,Sedan,0,0,0,0,0,0,0,0,0
621,2/19/2018 18:30,-1.249620011,36.68444,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
622,2/19/2018 18:30,-1.249620011,36.68444,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
623,2/19/2018 18:51,-1.217735811,36.901386,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
624,2/19/2018 20:33,-1.249620011,36.68444,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
625,2/19/2018 20:34,-1.249620011,36.68444,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,0,0,0,0,0,0,0,0,0
626,2/19/2018 23:27,-1.215499093,36.83515033,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
627,2/20/2018 0:55,-1.250148757,36.82146099,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,0,0,0,0,0,0,0,0,0
628,2/20/2018 1:01,-1.20361355,36.9173289,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
629,2/20/2018 1:05,-1.203744331,36.91752748,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
630,2/20/2018 1:06,-1.203744331,36.91752748,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
631,2/20/2018 1:11,-1.250197048,36.82075443,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,TAXI,Taxi,0,0,0,0,0,0,0,0,0
632,2/20/2018 1:15,-1.250025371,36.82112292,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
633,2/20/2018 1:18,-1.267441435,36.8355184,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
634,2/20/2018 1:21,-1.203744331,36.91752748,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,0,0,0,0,0,0,0,0,0
635,2/20/2018 1:24,-1.203744331,36.91752748,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,0,0,0,0,0,0,0,0,0
636,2/20/2018 1:31,-1.395278277,36.76347733,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
637,2/20/2018 1:32,-1.20361355,36.9173289,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0
638,2/20/2018 1:34,-1.204792118,36.91653897,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0
